Property_ID,Location,BHK,Bathrooms,Furnishing_Status,Super_Builtup_Area,Carpet_Area,Property_Type,Age_of_Property,Floor,Total_Floors,Parking,Power_Backup,Gated_Security,Nearby_Metro,Nearby_School,Nearby_Hospital,Price_in_Lakhs
PROP0411,DLF Phase 1,4,3,Semi-Furnished,4884,3997,Penthouse,1,7,13,0,Yes,Yes,0.14,1.12,0.96,1040.3
PROP0412,Sushant Lok,4,1,Fully-Furnished,2685,2156,Penthouse,14,15,22,3,Yes,Yes,4.21,2.76,1.5,439.02
PROP0413,DLF Phase 1,5,3,Semi-Furnished,1467,1219,Penthouse,11,12,19,3,Yes,No,0.26,0.49,2.63,250.48
PROP0414,Sushant Lok,5,4,Semi-Furnished,1556,1290,Builder Floor,13,2,4,1,No,Yes,4.71,2.05,1.39,178.9
PROP0415,Sector 57,1,2,Unfurnished,1212,986,Studio,1,2,4,3,No,Yes,4.47,0.11,1.13,163.18
PROP0416,Palam Vihar,2,1,Semi-Furnished,4174,3529,Independent House,17,4,11,0,Yes,No,2.72,2.78,3.04,460.06
PROP0417,Sector 45,5,3,Semi-Furnished,1312,1069,Penthouse,6,10,17,0,No,Yes,2.76,0.43,0.54,418.28
PROP0418,DLF Phase 1,4,1,Unfurnished,1325,1089,Penthouse,5,6,13,2,No,No,3.3,0.38,0.39,202.83
PROP0419,DLF Phase 1,3,1,Unfurnished,4371,3615,Studio,13,9,14,2,No,No,2.0,1.07,1.92,308.06
PROP0420,Sector 45,4,2,Fully-Furnished,2247,1808,Penthouse,7,9,10,0,No,No,3.27,1.18,3.63,645.78
PROP0421,Sushant Lok,2,4,Semi-Furnished,929,786,Builder Floor,1,19,21,0,Yes,No,0.32,0.72,2.82,123.99
PROP0422,DLF Phase 1,4,1,Unfurnished,1017,832,Builder Floor,16,1,10,1,No,No,0.36,1.8,2.17,88.77
PROP0423,Golf Course Road,1,3,Fully-Furnished,1397,1123,Penthouse,4,2,10,1,No,Yes,2.34,1.38,2.87,280.65
PROP0424,Sector 57,2,3,Fully-Furnished,1696,1389,Studio,13,7,15,0,Yes,Yes,2.79,0.2,1.89,243.64
PROP0425,Palam Vihar,3,4,Semi-Furnished,3593,2982,Studio,19,10,11,3,No,Yes,4.45,1.03,4.69,268.99
PROP0426,Sector 45,1,3,Semi-Furnished,1460,1205,Studio,2,12,18,2,No,No,0.61,2.45,0.37,218.33
PROP0427,Palam Vihar,2,4,Fully-Furnished,1299,1084,Apartment,4,6,15,0,No,Yes,4.13,2.1,3.4,163.01
PROP0428,Golf Course Road,3,3,Unfurnished,4011,3219,Penthouse,15,12,20,3,Yes,Yes,1.13,2.2,4.47,634.08
PROP0429,DLF Phase 1,1,2,Fully-Furnished,3618,2945,Studio,17,1,4,0,Yes,Yes,2.03,2.12,4.04,246.29
PROP0430,DLF Phase 1,1,1,Semi-Furnished,2628,2210,Builder Floor,16,5,9,2,No,Yes,1.65,1.0,1.0,206.85
PROP0431,Golf Course Road,2,2,Unfurnished,3107,2498,Independent House,10,8,11,2,No,No,2.06,0.39,1.55,419.4
PROP0432,Sector 45,5,1,Unfurnished,2110,1778,Independent House,16,19,25,1,Yes,Yes,0.84,0.89,3.61,431.68
PROP0433,Sector 57,1,1,Fully-Furnished,2826,2273,Studio,15,1,10,1,Yes,No,2.57,2.51,0.51,333.65
PROP0434,Sector 56,1,1,Semi-Furnished,2928,2464,Independent House,1,17,25,1,Yes,No,4.03,2.94,4.08,575.1
PROP0435,Sector 45,3,2,Fully-Furnished,2426,1984,Independent House,3,15,19,1,No,Yes,2.26,1.53,3.62,655.62
PROP0436,Sector 56,4,1,Fully-Furnished,4607,3826,Apartment,6,11,13,2,No,No,2.5,0.13,3.68,882.39
PROP0437,Golf Course Road,2,2,Fully-Furnished,867,700,Builder Floor,1,6,14,3,Yes,No,4.26,0.51,0.59,147.08
PROP0438,Sushant Lok,2,4,Unfurnished,4085,3281,Builder Floor,5,6,14,3,No,No,3.56,1.03,3.62,400.65
PROP0439,Sector 56,5,3,Unfurnished,1322,1071,Apartment,16,16,22,3,No,No,2.5,1.78,3.43,172.26
PROP0440,Sector 57,5,3,Semi-Furnished,4149,3345,Apartment,6,12,20,0,No,No,1.36,0.32,4.17,822.7
PROP0441,Sushant Lok,2,1,Semi-Furnished,3386,2761,Independent House,4,10,19,1,No,No,4.44,2.84,0.3,439.67
PROP0442,Sector 56,5,2,Fully-Furnished,4341,3584,Penthouse,4,5,6,1,No,No,2.93,1.16,0.21,1419.43
PROP0443,Golf Course Road,3,3,Fully-Furnished,1209,1002,Independent House,19,13,22,2,No,Yes,1.18,2.75,1.93,170.98
PROP0444,Sushant Lok,2,2,Fully-Furnished,3147,2641,Apartment,15,5,7,2,No,Yes,1.42,2.36,0.83,292.0
PROP0445,Golf Course Road,5,2,Semi-Furnished,2904,2418,Builder Floor,18,5,6,0,Yes,No,4.04,2.29,2.84,355.56
PROP0446,Sector 56,2,1,Unfurnished,3766,3127,Independent House,8,1,9,0,Yes,No,0.32,1.86,4.6,683.37
PROP0447,Golf Course Road,4,3,Unfurnished,3044,2497,Penthouse,4,19,27,3,Yes,Yes,4.96,1.92,2.02,645.66
PROP0448,Sector 57,1,1,Fully-Furnished,3071,2529,Independent House,7,14,18,2,Yes,Yes,0.74,1.95,4.24,679.25
PROP0449,Sector 56,2,1,Fully-Furnished,2604,2137,Studio,8,16,24,1,Yes,Yes,4.0,1.92,0.1,399.41
PROP0450,Sector 56,1,3,Fully-Furnished,2097,1765,Independent House,4,7,14,3,Yes,Yes,2.03,1.71,0.93,483.4
PROP0451,Sector 56,5,3,Fully-Furnished,2825,2292,Apartment,9,4,6,1,Yes,No,2.51,2.96,0.25,570.65
PROP0452,Sector 45,1,4,Semi-Furnished,1297,1037,Builder Floor,1,16,21,3,Yes,No,4.42,2.22,1.71,231.88
PROP0453,Sector 45,2,4,Unfurnished,4838,4027,Builder Floor,8,19,23,1,Yes,Yes,2.12,2.35,4.55,786.5
PROP0454,Sector 45,4,2,Fully-Furnished,3800,3078,Apartment,10,0,3,0,No,Yes,2.73,2.63,0.58,731.23
PROP0455,Sector 57,5,3,Semi-Furnished,4800,4053,Studio,3,17,18,3,No,Yes,0.34,0.73,3.07,988.09
PROP0456,Sushant Lok,2,4,Fully-Furnished,1752,1476,Apartment,1,14,19,1,Yes,Yes,0.11,0.34,2.31,246.75
PROP0457,Golf Course Road,5,2,Fully-Furnished,4493,3611,Independent House,5,4,12,1,No,No,1.3,1.5,4.7,995.2
PROP0458,DLF Phase 1,3,2,Unfurnished,4196,3379,Apartment,13,6,15,2,No,Yes,3.43,1.59,0.7,337.12
PROP0459,Sector 56,1,2,Fully-Furnished,3644,3005,Apartment,0,17,24,3,Yes,Yes,0.69,2.5,1.14,714.66
PROP0460,Golf Course Road,3,4,Unfurnished,3425,2844,Studio,17,5,6,1,Yes,Yes,0.66,1.39,0.24,325.61
PROP0461,Sector 56,2,3,Unfurnished,2129,1732,Independent House,6,4,5,2,Yes,No,2.11,1.76,2.23,400.24
PROP0462,Sector 57,4,1,Unfurnished,4228,3533,Penthouse,0,18,19,1,No,No,3.27,1.63,1.46,1182.1
PROP0463,Sector 56,5,2,Semi-Furnished,2906,2411,Penthouse,0,9,11,3,No,No,3.59,0.21,4.36,903.27
PROP0464,Sector 45,1,4,Semi-Furnished,1097,895,Builder Floor,0,14,15,0,Yes,Yes,0.97,1.88,3.06,223.71
PROP0465,DLF Phase 1,5,4,Unfurnished,2114,1693,Apartment,3,9,13,3,No,Yes,0.49,2.5,3.11,255.85
PROP0466,Palam Vihar,2,1,Fully-Furnished,4728,3959,Builder Floor,3,15,24,3,No,Yes,4.71,0.56,2.71,673.55
PROP0467,Sector 56,5,1,Unfurnished,4372,3544,Studio,17,11,15,1,No,No,1.38,1.82,0.55,524.33
PROP0468,Golf Course Road,1,4,Fully-Furnished,4924,4144,Penthouse,10,17,21,1,Yes,No,4.28,1.82,2.28,826.48
PROP0469,Sector 45,2,3,Unfurnished,3437,2821,Apartment,0,0,7,3,No,Yes,4.33,0.58,5.0,556.64
PROP0470,Palam Vihar,5,1,Fully-Furnished,1839,1524,Studio,9,15,24,2,No,Yes,3.89,0.46,4.19,234.58
PROP0471,DLF Phase 1,4,4,Semi-Furnished,1483,1251,Studio,8,5,12,2,No,No,0.93,2.94,4.48,137.29
PROP0472,Palam Vihar,2,1,Fully-Furnished,1585,1336,Apartment,3,2,3,2,No,Yes,4.13,1.24,4.13,203.46
PROP0473,Sector 45,2,3,Unfurnished,883,722,Studio,5,1,2,1,No,Yes,3.87,0.76,0.6,122.2
PROP0474,Sushant Lok,4,2,Semi-Furnished,2440,1977,Apartment,15,1,5,1,No,Yes,3.02,0.6,1.21,237.46
PROP0475,Sushant Lok,3,1,Fully-Furnished,1603,1344,Apartment,1,12,16,3,No,No,1.75,2.04,0.12,215.62
PROP0476,Palam Vihar,1,3,Fully-Furnished,2528,2077,Independent House,17,8,9,0,Yes,Yes,1.39,1.87,1.59,308.16
PROP0477,Sector 57,3,4,Fully-Furnished,4726,3826,Builder Floor,9,15,21,1,Yes,Yes,0.7,1.97,0.63,1034.89
PROP0478,Golf Course Road,5,1,Fully-Furnished,2608,2204,Studio,16,4,6,3,No,Yes,2.6,0.36,2.42,319.85
PROP0479,Golf Course Road,4,1,Fully-Furnished,4487,3634,Studio,12,6,11,3,Yes,Yes,2.97,2.69,3.42,578.07
PROP0480,Palam Vihar,3,4,Semi-Furnished,3343,2678,Independent House,17,12,20,0,No,No,1.86,1.23,4.39,387.78
PROP0481,Sector 56,2,2,Semi-Furnished,1837,1471,Independent House,12,19,22,2,No,No,2.43,1.01,3.77,307.81
PROP0482,Sector 56,5,4,Semi-Furnished,2294,1906,Independent House,16,12,21,3,No,No,1.88,1.44,4.7,428.8
PROP0483,Golf Course Road,5,1,Semi-Furnished,1152,959,Penthouse,4,6,13,3,Yes,Yes,3.24,1.23,0.36,306.19
PROP0484,Golf Course Road,3,4,Unfurnished,2200,1794,Penthouse,10,9,18,3,No,No,4.52,2.6,0.16,349.21
PROP0485,Sushant Lok,3,3,Semi-Furnished,3645,2974,Penthouse,6,14,15,2,No,Yes,0.9,2.79,3.34,621.17
PROP0486,Sector 57,4,4,Fully-Furnished,1102,900,Apartment,9,5,10,2,Yes,No,1.97,0.98,1.52,219.43
PROP0487,Sector 45,1,1,Fully-Furnished,1662,1386,Studio,16,4,7,0,Yes,Yes,0.79,2.61,1.34,208.57
PROP0488,Sector 56,3,4,Semi-Furnished,2402,1928,Builder Floor,14,1,5,1,No,No,3.16,2.37,1.72,346.66
PROP0489,Golf Course Road,3,2,Fully-Furnished,4924,4167,Apartment,17,14,18,2,Yes,No,3.67,2.8,1.42,543.69
PROP0490,Sushant Lok,2,4,Semi-Furnished,4096,3322,Studio,18,15,22,1,Yes,No,4.67,0.81,2.61,266.86
PROP0491,DLF Phase 1,5,2,Fully-Furnished,3880,3297,Studio,1,18,26,1,No,Yes,1.47,1.77,2.26,526.72
PROP0492,Sushant Lok,1,3,Unfurnished,1288,1041,Independent House,3,8,13,2,No,Yes,4.76,0.9,2.61,147.93
PROP0493,Sector 56,2,2,Unfurnished,4080,3421,Independent House,2,18,25,3,No,Yes,0.41,2.49,3.4,849.71
PROP0494,Sector 56,4,4,Semi-Furnished,4098,3324,Apartment,6,6,9,0,Yes,No,3.05,0.12,2.0,759.82
PROP0495,Sushant Lok,4,1,Semi-Furnished,3324,2672,Independent House,17,3,6,1,Yes,Yes,0.38,1.74,1.33,434.15
PROP0496,Sector 45,3,2,Semi-Furnished,4959,4184,Studio,9,2,5,3,Yes,Yes,4.48,1.08,0.91,767.15
PROP0497,Palam Vihar,3,3,Fully-Furnished,2166,1825,Independent House,6,19,23,2,No,Yes,2.7,1.04,1.81,387.95
PROP0498,Sector 56,4,2,Semi-Furnished,4753,3898,Penthouse,7,10,16,1,Yes,Yes,3.38,1.97,3.73,1298.63
PROP0499,Sushant Lok,3,2,Unfurnished,4641,3875,Independent House,5,0,5,1,Yes,Yes,4.17,2.57,3.81,622.97
PROP0500,Golf Course Road,1,2,Fully-Furnished,848,702,Studio,0,5,13,1,No,Yes,0.84,1.87,3.37,113.45
PROP0501,Sushant Lok,3,3,Semi-Furnished,2690,2266,Apartment,3,10,15,3,No,No,0.29,2.57,1.25,322.3
PROP0502,Sector 57,5,4,Fully-Furnished,4903,3999,Builder Floor,13,0,5,3,No,No,4.41,0.87,2.98,925.81
PROP0503,Palam Vihar,3,2,Fully-Furnished,1233,1018,Independent House,16,6,8,3,Yes,Yes,1.64,1.61,2.9,180.12
PROP0504,DLF Phase 1,2,2,Semi-Furnished,3100,2555,Studio,19,5,10,1,No,No,0.73,1.41,2.47,189.07
PROP0505,Sector 45,1,1,Fully-Furnished,4911,4015,Builder Floor,17,13,20,1,Yes,No,2.4,0.13,2.79,680.49
PROP0506,DLF Phase 1,2,3,Unfurnished,3133,2646,Builder Floor,10,1,3,0,Yes,Yes,3.03,1.71,2.51,286.94
PROP0507,Palam Vihar,2,2,Unfurnished,1597,1290,Penthouse,13,3,9,0,No,Yes,0.25,2.02,2.87,219.92
PROP0508,Palam Vihar,5,3,Fully-Furnished,3245,2620,Builder Floor,8,10,17,3,No,No,1.45,1.82,3.61,515.69
PROP0509,Palam Vihar,1,2,Semi-Furnished,1658,1374,Studio,14,14,19,3,No,Yes,0.26,2.24,0.64,137.15
PROP0510,DLF Phase 1,1,4,Fully-Furnished,2982,2483,Studio,11,17,26,2,No,No,2.16,1.76,3.77,218.42
PROP0511,Golf Course Road,1,4,Unfurnished,1110,898,Independent House,9,0,4,3,No,No,4.49,0.29,0.77,134.84
PROP0512,Palam Vihar,1,2,Fully-Furnished,3343,2739,Independent House,18,2,3,0,Yes,No,4.91,0.44,0.43,358.35
PROP0513,Sushant Lok,1,4,Fully-Furnished,2970,2516,Independent House,18,2,10,0,Yes,Yes,3.22,1.83,4.88,292.76
PROP0514,DLF Phase 1,5,2,Unfurnished,3908,3174,Builder Floor,5,6,14,0,Yes,No,0.89,0.9,4.79,493.5
PROP0515,Palam Vihar,3,4,Fully-Furnished,3448,2873,Builder Floor,19,0,7,1,No,Yes,4.54,0.33,0.4,361.5
PROP0516,Sushant Lok,2,1,Fully-Furnished,3108,2601,Penthouse,5,10,18,1,Yes,Yes,2.63,1.35,2.27,566.97
PROP0517,Golf Course Road,1,1,Semi-Furnished,3697,3040,Independent House,7,5,7,3,No,Yes,0.85,1.71,1.01,577.76
PROP0518,Sector 57,3,1,Semi-Furnished,1404,1189,Apartment,0,19,22,2,No,Yes,4.62,1.05,2.48,271.33
PROP0519,Golf Course Road,3,3,Unfurnished,3300,2761,Penthouse,16,2,11,2,Yes,Yes,3.81,2.19,4.17,480.54
PROP0520,Palam Vihar,2,3,Unfurnished,1522,1252,Apartment,16,18,19,2,Yes,No,3.69,1.97,4.76,117.26
PROP0521,DLF Phase 1,5,1,Unfurnished,4687,3883,Builder Floor,14,1,9,1,No,Yes,3.57,1.07,3.21,454.31
PROP0522,Sector 56,4,3,Semi-Furnished,1087,907,Penthouse,6,17,25,0,Yes,Yes,1.08,2.29,1.83,324.13
PROP0523,Palam Vihar,4,4,Unfurnished,2607,2162,Penthouse,18,11,18,0,No,Yes,1.13,1.98,3.06,355.29
PROP0524,Sector 56,3,2,Unfurnished,3722,3141,Studio,2,9,14,1,Yes,Yes,3.47,1.95,1.63,586.49
PROP0525,Sushant Lok,2,2,Unfurnished,2723,2226,Builder Floor,10,4,8,2,Yes,Yes,1.18,1.7,4.56,270.61
PROP0526,Sector 57,4,2,Semi-Furnished,1186,966,Builder Floor,19,8,14,2,Yes,No,2.25,0.13,4.36,175.33
PROP0527,Sector 45,3,1,Fully-Furnished,3124,2532,Penthouse,18,1,2,3,Yes,Yes,3.93,2.12,2.84,673.42
PROP0528,Golf Course Road,5,3,Unfurnished,3494,2801,Builder Floor,8,1,6,3,Yes,Yes,3.94,1.19,1.69,549.6
PROP0529,Sector 57,4,4,Fully-Furnished,3755,3012,Penthouse,9,5,9,2,No,No,2.32,2.83,1.54,1040.35
PROP0530,Palam Vihar,3,4,Unfurnished,2367,1996,Studio,1,9,13,1,Yes,Yes,3.98,2.47,0.26,278.57
PROP0531,Sector 56,3,1,Fully-Furnished,3167,2641,Penthouse,0,17,24,2,Yes,No,4.21,1.8,4.1,951.4
PROP0532,Golf Course Road,1,4,Semi-Furnished,2692,2242,Builder Floor,15,11,20,3,Yes,No,3.31,0.83,2.31,274.06
PROP0533,Sector 56,5,4,Semi-Furnished,3622,3008,Builder Floor,17,3,11,2,No,No,1.22,0.69,1.69,585.88
PROP0534,DLF Phase 1,1,4,Unfurnished,3250,2737,Penthouse,16,16,24,1,No,No,1.44,1.09,2.41,298.74
PROP0535,Sector 56,2,4,Fully-Furnished,3008,2478,Penthouse,5,14,19,0,No,Yes,1.64,1.48,4.11,795.34
PROP0536,DLF Phase 1,1,3,Semi-Furnished,1848,1558,Penthouse,13,5,11,1,No,Yes,0.67,0.96,0.71,220.96
PROP0537,Sushant Lok,1,4,Unfurnished,808,660,Independent House,14,15,17,1,No,No,1.44,1.59,4.3,70.91
PROP0538,Golf Course Road,4,2,Unfurnished,1531,1295,Builder Floor,13,16,19,3,Yes,No,1.13,0.58,4.5,195.57
PROP0539,Golf Course Road,3,1,Semi-Furnished,1291,1077,Builder Floor,2,2,7,1,Yes,Yes,2.33,2.94,4.74,217.95
PROP0540,Sector 45,5,3,Semi-Furnished,2686,2183,Independent House,18,9,11,1,Yes,No,4.55,0.41,2.05,511.51
PROP0541,Palam Vihar,1,4,Unfurnished,3371,2791,Penthouse,11,4,7,3,No,No,0.61,2.8,1.16,428.12
PROP0542,DLF Phase 1,5,3,Fully-Furnished,1694,1400,Studio,1,13,17,3,No,No,3.63,2.75,1.93,207.88
PROP0543,Sector 45,1,4,Fully-Furnished,4744,3827,Penthouse,2,12,18,0,Yes,Yes,3.47,1.62,1.73,1332.66
PROP0544,Sector 56,2,2,Fully-Furnished,828,686,Penthouse,17,5,10,2,No,No,0.57,2.2,0.96,160.24
PROP0545,Sector 56,1,1,Unfurnished,4043,3298,Independent House,0,11,15,1,No,Yes,4.62,1.36,3.08,746.74
PROP0546,Sector 45,4,4,Semi-Furnished,3425,2748,Builder Floor,19,7,9,3,No,Yes,2.89,1.93,2.44,507.31
PROP0547,Golf Course Road,3,4,Unfurnished,2368,2006,Penthouse,5,4,9,0,Yes,Yes,1.88,1.09,4.34,479.95
PROP0548,Sector 56,2,4,Semi-Furnished,1012,842,Builder Floor,4,14,19,2,Yes,No,3.81,0.97,0.26,183.62
PROP0549,Sushant Lok,1,4,Fully-Furnished,3435,2898,Apartment,0,15,22,3,No,No,1.36,1.78,3.25,390.59
PROP0550,Sushant Lok,5,1,Fully-Furnished,2419,2016,Builder Floor,18,0,1,2,No,Yes,3.5,1.54,3.84,264.09
PROP0551,Sector 45,2,1,Semi-Furnished,4732,3870,Studio,0,15,19,2,No,Yes,0.29,1.78,3.82,826.0
PROP0552,DLF Phase 1,2,2,Semi-Furnished,3076,2539,Studio,15,4,9,1,No,Yes,4.21,0.93,4.44,203.5
PROP0553,DLF Phase 1,1,1,Unfurnished,4746,3957,Penthouse,11,2,10,1,Yes,No,2.3,1.16,3.67,509.1
PROP0554,Sector 45,2,4,Fully-Furnished,1726,1463,Builder Floor,7,19,27,3,No,No,3.22,0.34,4.65,311.46
PROP0555,DLF Phase 1,5,2,Unfurnished,3848,3127,Penthouse,15,14,15,2,Yes,Yes,1.18,0.25,1.73,558.88
PROP0556,Golf Course Road,2,2,Unfurnished,3392,2861,Independent House,0,12,17,3,Yes,Yes,3.42,0.84,2.57,604.01
PROP0557,Golf Course Road,5,2,Unfurnished,3905,3304,Studio,3,15,16,3,Yes,No,3.88,0.32,0.17,549.4
PROP0558,DLF Phase 1,1,4,Fully-Furnished,1701,1417,Penthouse,9,10,11,2,No,Yes,2.42,0.4,0.13,239.87
PROP0559,Sushant Lok,3,3,Unfurnished,3592,3040,Independent House,10,1,3,3,Yes,No,3.13,2.46,1.28,428.9
PROP0560,DLF Phase 1,2,4,Unfurnished,2891,2370,Penthouse,16,5,7,2,Yes,No,2.34,0.21,0.59,307.03
PROP0561,Golf Course Road,3,1,Unfurnished,3919,3321,Builder Floor,6,5,14,2,No,Yes,4.48,2.01,1.38,524.07
PROP0562,Sector 57,5,1,Unfurnished,2173,1814,Builder Floor,11,13,17,2,No,Yes,2.54,0.89,0.97,402.04
PROP0563,Palam Vihar,2,4,Unfurnished,4538,3639,Builder Floor,6,10,13,2,No,No,4.22,2.63,0.24,487.49
PROP0564,Sector 56,4,4,Unfurnished,1154,975,Builder Floor,11,7,8,0,Yes,No,4.03,1.51,4.56,178.33
PROP0565,Sector 57,3,2,Fully-Furnished,4190,3453,Apartment,14,7,9,2,No,No,2.11,0.99,0.14,654.96
PROP0566,DLF Phase 1,2,4,Unfurnished,4417,3635,Independent House,1,0,6,1,Yes,No,1.23,1.6,3.71,572.65
PROP0567,Sushant Lok,3,2,Semi-Furnished,4232,3505,Independent House,13,6,15,1,Yes,No,2.09,1.21,0.85,534.63
PROP0568,Sector 45,2,1,Unfurnished,2953,2384,Builder Floor,12,5,10,1,No,Yes,4.15,1.74,4.57,398.51
PROP0569,DLF Phase 1,1,2,Unfurnished,2641,2174,Apartment,3,7,11,2,Yes,No,1.22,0.43,4.47,232.53
PROP0570,Sushant Lok,3,4,Fully-Furnished,4984,4194,Builder Floor,13,18,23,1,Yes,No,2.67,2.99,3.3,549.88
PROP0571,Palam Vihar,4,1,Fully-Furnished,1762,1410,Apartment,13,19,28,0,Yes,No,4.05,1.33,3.39,209.52
PROP0572,DLF Phase 1,4,3,Semi-Furnished,3096,2519,Builder Floor,15,7,14,3,Yes,Yes,1.83,1.11,0.13,336.55
PROP0573,Golf Course Road,5,2,Semi-Furnished,3616,2893,Studio,6,13,21,2,No,Yes,3.25,2.16,4.93,496.39
PROP0574,Sector 45,2,1,Fully-Furnished,3743,3072,Studio,18,17,21,1,Yes,No,1.3,1.16,4.4,447.01
PROP0575,Sushant Lok,3,2,Fully-Furnished,1656,1385,Penthouse,1,15,23,0,No,No,0.64,2.52,4.49,325.25
PROP0576,Sushant Lok,5,1,Unfurnished,3546,2978,Builder Floor,9,8,14,3,Yes,Yes,3.99,1.42,3.33,432.24
PROP0577,Sushant Lok,3,1,Fully-Furnished,4237,3589,Independent House,17,14,19,0,Yes,Yes,0.58,2.19,1.79,553.18
PROP0578,Palam Vihar,2,2,Semi-Furnished,1010,838,Penthouse,16,9,16,1,No,Yes,1.43,0.41,4.48,137.2
PROP0579,DLF Phase 1,4,3,Unfurnished,4628,3761,Studio,4,15,21,0,Yes,Yes,4.29,2.55,1.53,453.44
PROP0580,Palam Vihar,1,1,Semi-Furnished,923,781,Builder Floor,11,3,6,3,Yes,No,1.8,2.23,2.86,95.79
PROP0581,Sector 56,4,1,Unfurnished,2295,1924,Penthouse,5,19,24,1,Yes,Yes,4.87,0.71,0.59,603.99
PROP0582,Sector 56,5,1,Fully-Furnished,866,717,Builder Floor,8,12,21,3,Yes,No,4.9,0.52,4.62,183.5
PROP0583,DLF Phase 1,1,3,Semi-Furnished,1124,938,Studio,19,4,11,0,Yes,No,1.41,1.02,0.79,66.45
PROP0584,Golf Course Road,5,3,Unfurnished,4626,3914,Penthouse,0,6,10,2,Yes,Yes,0.3,2.93,1.2,1258.41
PROP0585,Palam Vihar,2,4,Unfurnished,2290,1913,Studio,14,8,15,2,No,Yes,3.55,0.84,2.83,174.03
PROP0586,Sector 45,1,2,Fully-Furnished,2584,2114,Apartment,5,7,12,2,No,Yes,2.31,1.42,3.84,434.22
PROP0587,Sushant Lok,5,3,Fully-Furnished,1704,1423,Studio,18,15,17,2,No,Yes,0.59,0.19,3.13,165.16
PROP0588,Sushant Lok,2,2,Fully-Furnished,3307,2652,Builder Floor,17,5,11,3,Yes,No,3.57,1.25,1.24,306.35
PROP0589,DLF Phase 1,4,4,Semi-Furnished,3298,2702,Independent House,5,15,22,2,Yes,No,0.25,1.76,0.1,532.46
PROP0590,Golf Course Road,2,2,Unfurnished,2363,1938,Studio,12,5,13,3,Yes,No,4.36,2.86,3.81,199.81
PROP0591,Sector 56,3,3,Fully-Furnished,2198,1776,Independent House,0,13,19,1,No,Yes,0.78,1.6,4.93,611.04
PROP0592,Sector 56,2,2,Semi-Furnished,4516,3618,Apartment,12,0,8,2,Yes,No,0.72,2.48,4.07,621.81
PROP0593,Sushant Lok,2,3,Semi-Furnished,2409,1943,Penthouse,6,8,15,3,No,Yes,0.96,1.69,2.36,386.65
PROP0594,DLF Phase 1,3,2,Semi-Furnished,2872,2391,Penthouse,14,12,14,2,Yes,No,4.81,0.22,4.53,350.41
PROP0595,Palam Vihar,5,3,Fully-Furnished,1989,1670,Independent House,11,18,24,2,Yes,Yes,3.5,1.01,2.11,375.05
PROP0596,Sector 56,5,3,Fully-Furnished,4104,3485,Penthouse,0,16,25,2,Yes,No,4.03,1.77,2.67,1449.88
PROP0597,Palam Vihar,2,2,Unfurnished,2469,2017,Studio,14,10,16,3,No,No,2.05,2.86,2.44,181.44
PROP0598,Golf Course Road,3,4,Unfurnished,2957,2454,Independent House,3,7,11,0,Yes,Yes,1.75,2.59,2.29,547.2
PROP0599,Sector 56,3,1,Fully-Furnished,1864,1578,Builder Floor,12,4,11,2,No,No,1.25,0.76,3.9,320.46
PROP0600,Sector 56,4,4,Semi-Furnished,4948,3999,Studio,4,9,12,2,Yes,No,2.46,0.74,2.68,862.61
PROP0601,Sector 57,5,2,Semi-Furnished,2024,1691,Studio,1,6,11,1,Yes,Yes,2.8,0.68,1.65,440.07
PROP0602,Sector 56,1,4,Semi-Furnished,4037,3381,Studio,0,9,10,0,No,Yes,3.2,2.78,1.36,587.41
PROP0603,Sector 45,5,3,Unfurnished,2595,2087,Builder Floor,15,3,6,3,Yes,Yes,1.36,2.57,0.28,465.34
PROP0604,DLF Phase 1,5,1,Semi-Furnished,1666,1404,Apartment,5,8,16,1,Yes,Yes,4.75,2.35,2.96,204.42
PROP0605,DLF Phase 1,4,2,Unfurnished,4158,3495,Penthouse,15,13,22,2,Yes,Yes,0.93,1.24,1.23,563.76
PROP0606,Palam Vihar,1,2,Unfurnished,2201,1764,Independent House,13,1,10,1,Yes,No,4.83,1.56,0.83,224.27
PROP0607,Golf Course Road,4,2,Semi-Furnished,4433,3566,Apartment,2,8,10,1,No,Yes,0.17,1.45,3.3,751.82
PROP0608,Sector 56,1,1,Semi-Furnished,4644,3726,Independent House,14,0,4,2,No,No,2.46,0.83,3.44,678.89
PROP0609,Sector 45,2,3,Fully-Furnished,4411,3602,Penthouse,2,9,14,0,Yes,No,1.73,1.56,3.79,1308.34
PROP0610,Palam Vihar,1,2,Fully-Furnished,947,781,Builder Floor,1,9,12,0,Yes,Yes,2.3,0.19,2.57,143.32
PROP0611,Sector 57,4,4,Semi-Furnished,4106,3394,Studio,0,19,20,1,No,No,2.9,0.48,4.48,748.92
PROP0612,Palam Vihar,5,2,Unfurnished,2527,2055,Studio,8,2,8,2,Yes,No,2.23,2.67,4.69,277.29
PROP0613,Palam Vihar,1,2,Unfurnished,4469,3778,Builder Floor,8,5,7,3,No,Yes,2.13,2.28,4.06,445.14
PROP0614,Sector 56,1,2,Unfurnished,3479,2847,Apartment,6,5,14,1,Yes,No,3.69,1.33,3.21,443.42
PROP0615,Sector 57,3,2,Unfurnished,4301,3450,Apartment,2,1,2,3,No,Yes,3.46,1.6,1.59,746.55
PROP0616,Palam Vihar,5,3,Unfurnished,2897,2361,Independent House,17,17,26,1,No,Yes,4.18,1.17,4.92,350.54
